SALEYEAR,SALETYPE,SALECODE,SALEDATE,BOOK,DAY,HIP,HIPNUM,HORSE,CHORSE,RATING,TATTOO,DOB,AGE,COLOR,SEX,GAIT,TYPE,RECORD,ET,ELIG,SIRE,CSIRE,DAM,CDAM,SIREOFDAM,CSIREOFDAM,DAMOFDAM,CDAMOFDAM,DAMTATT,DAMYOF,DDAMTATT,BREDTO,LASTBRED,CONSLNAME,CONSNO,PEMCODE,PURFNAME,PURLNAME,SBCITY,SBSTATE,SBCOUNTRY,Price,CURRENCY,URL,NFFM,PRIVATESALE,BREED,YEARFOAL
2021,M,21KEENOV,11/18/2021,5,9,3426,3426,Parish Poet (IRE),Parish Poet (IRE),,,4/23/2016,7,CH,Mare,,B,,,,Lope de Vega (IRE),Lope de Vega (IRE),Tinaheely (IRE),Tinaheely (IRE),,,,,,,,Bernardini,3/20/2021,"Paramount Sales, Agent I ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/18/2021,5,9,3427,3427,Party Smart,Party Smart,,,4/26/2013,10,CH,Mare,,B,,,,Smart Strike,Smart Strike,Celebrate,Celebrate,,,,,,,,Tapwrit,2/22/2021,"Gainesway, Agent VI ",,,,Gainesway Farm,,,,80000,,,,,T,2013
2021,M,21KEENOV,11/18/2021,5,9,3428,3428,Patrice Merion,Patrice Merion,,,2/18/2009,14,CH,Mare,,B,,,,English Channel,English Channel,Scrofa,Scrofa,,,,,,,,Mshawish,3/7/2021,"Taylor Made Sales Agency, Agent XXXI ",,,,"S. Smith, Agent for Omar Aldabbagh",,,,20000,,,,,T,2009
2021,M,21KEENOV,11/18/2021,5,9,3429,3429,Always Wanting,Always Wanting,,,1/24/2021,2,B,Filly,,WN,,,,Always Dreaming,Always Dreaming,Peace Opportunity,Peace Opportunity,,,,,,,,,,"Eaton Sales, Agent ",,,,"Athens Woods, LLC",,,,17000,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3430,3430,Foreign Tourist,Foreign Tourist,,,3/31/2021,2,B,Filly,,WN,,,,Tourist,Tourist,Pilipha,Pilipha,,,,,,,,,,"Taylor Made Sales Agency, Agent CXLVIII ",,,,Victory Stable,,,,2500,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3431,3431,Planar,Planar,,,5/26/2011,12,B,Mare,,B,,,,Empire Maker,Empire Maker,Beau Watch,Beau Watch,,,,,,,,Klimt,3/23/2021,"Cross Keys Sales LLC, Agent I ",,,,Franklin Smith,,,,7500,,,,,T,2011
2021,M,21KEENOV,11/18/2021,5,9,3432,3432,Pleasant Wind,Pleasant Wind,,,5/3/2012,11,CH,Mare,,B,,,,Pleasantly Perfect,Pleasantly Perfect,Verbanella,Verbanella,,,,,,,,Street Boss,5/6/2021,"Taylor Made Sales Agency, Agent CXXI ",,,,Fleming Thoroughbred Farm,,,,7000,,,,,T,2012
2021,M,21KEENOV,11/18/2021,5,9,3433,3433,Pocket Book,Pocket Book,,,2/3/2015,8,B,Mare,,B,,,,Into Mischief,Into Mischief,Moonwalk,Moonwalk,,,,,,,,Catholic Boy,6/24/2021,"Gainesway, Agent XXXIX ",,,,"R.N.A. (8,500)",,,,,,,,,T,2015
2021,M,21KEENOV,11/18/2021,5,9,3434,3434,,,,,4/26/2021,2,DB/BR,Filly,,WN,,,,World of Trouble,World of Trouble,Pocket Book,Pocket Book,,,,,,,,,,"Gainesway, Agent XXXIX ",,,,"R.N.A. (13,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3435,3435,Ponytail,Ponytail,,,2/19/2013,10,DB/BR,Mare,,B,,,,Lonhro (AUS),Lonhro (AUS),Sugar Again,Sugar Again,,,,,,,,Omaha Beach,6/17/2021,"Mill Ridge Sales, Agent ",,,,Out,,,,0,,,,,T,2013
2021,M,21KEENOV,11/18/2021,5,9,3436,3436,Post Ranch,Post Ranch,,,4/26/2017,6,B,Mare,,B,,,,Malibu Moon,Malibu Moon,Resort,Resort,,,,,,,,Spun to Run,2/27/2021,"Eaton Sales, Agent ",,,,Springhouse Farm,,,,90000,,,,,T,2017
2021,M,21KEENOV,11/18/2021,5,9,3437,3437,Precious Humor,Precious Humor,,,4/18/2014,9,B,Mare,,B,,,,War Front,War Front,Precious Soul,Precious Soul,,,,,,,,Paynter,5/1/2021,"Denali Stud, Agent II ",,,,Jorge R. Jimenez,,,,17000,,,,,T,2014
2021,M,21KEENOV,11/18/2021,5,9,3438,3438,Prepared,Prepared,,,3/29/2011,12,B,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Pension,Pension,,,,,,,,Spun to Run,6/8/2021,"Gainesway, Agent V ",,,,Keles / Sancal,,,,3000,,,,,T,2011
2021,M,21KEENOV,11/18/2021,5,9,3439,3439,Pretty B,Pretty B,,,5/2/2007,16,DB/BR,Mare,,B,,,,Matty G,Matty G,Pretty City,Pretty City,,,,,,,,Girvin,5/1/2021,"Brereton C. Jones/Airdrie Stud Inc., Agent ",,,,Out,,,,0,,,,,T,2007
2021,M,21KEENOV,11/18/2021,5,9,3440,3440,Price Target,Price Target,,,3/23/2017,6,B,Mare,,B,,,,Lemon Drop Kid,Lemon Drop Kid,Tanglewood Tale,Tanglewood Tale,,,,,,,,Upstart,3/7/2021,"Mill Ridge Sales, Agent ",,,,"Potrero Los Llanos, Agent for Alfonso Rescudero",,,,15000,,,,,T,2017
2021,M,21KEENOV,11/18/2021,5,9,3441,3441,Price too High,Price too High,,,4/11/2014,9,CH,Mare,,B,,,,Scat Daddy,Scat Daddy,La Capella,La Capella,,,,,,,,Take Charge Indy,5/10/2021,"Bluegrass Thoroughbred Services Inc., Agent IV ",,,,Out,,,,0,,,,,T,2014
2021,M,21KEENOV,11/18/2021,5,9,3442,3442,Primadona (IRE),Primadona (IRE),,,4/1/2008,15,B,Mare,,B,,,,Galileo (IRE),Galileo (IRE),Dress To Thrill (IRE),Dress To Thrill (IRE),,,,,,,,Maclean's Music,4/3/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Out,,,,0,,,,,T,2008
2021,M,21KEENOV,11/18/2021,5,9,3443,3443,Braquet,Braquet,,,3/11/2021,2,DB/BR,Filly,,WN,,,,Exaggerator,Exaggerator,Princely Sum,Princely Sum,,,,,,,,,,"Shawhan Place LLC, Agent for Ascot Thoroughbreds ",,,,Sharon Biamonte,,,,6000,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3444,3444,Princess Lucy,Princess Lucy,,,3/8/2018,5,B,Filly,,BRP,,,,Street Sense,Street Sense,Frost Fire,Frost Fire,,,,,,,,,,"Denali Stud, Agent XVII ",,,,H. F. Farm,,,,75000,,,,,T,2018
2021,M,21KEENOV,11/18/2021,5,9,3445,3445,Pulpit's Dream,Pulpit's Dream,,,3/9/2021,2,B    ,Filly,,WN,,,,Always Dreaming,Always Dreaming,Pulpit Angel,Pulpit Angel,,,,,,,,,,"Brookdale Sales, Agent ",,,,M. Linda Guidry,,,,6000,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3446,3446,Pure One,Pure One,,,3/31/2015,8,GR/RO,Mare,,B,,,,Macho Uno,Macho Uno,Pure Disco,Pure Disco,,,,,,,,Army Mule,5/16/2021,"Hill 'n' Dale Sales Agency, Agent ",,,,Sancal / Kurtel,,,,12000,,,,,T,2015
2021,M,21KEENOV,11/18/2021,5,9,3447,3447,,,,,4/16/2021,2,DB/BR,Colt,,WN,,,,Coal Front,Coal Front,Pure Ride,Pure Ride,,,,,,,,,,"Nicky Drion Thoroughbreds, Agent VIII (To Dissolve a Partnership)",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3448,3448,Emblem Desert,Emblem Desert,,,3/23/2021,2,B,Colt,,WN,,,,Klimt,Klimt,Queen Brianna,Queen Brianna,,,,,,,,,,"Eaton Sales, Agent ",,,,"R.N.A. (9,500)",,,,,,,,,T,2021
2021,M,21KEENOV,11/18/2021,5,9,3449,3449,Don Juan Kitten,Don Juan Kitten,,,2/14/2017,6,GR/RO,Colt,,SP,,,,Kitten's Joy,Kitten's Joy,Romance Project,Romance Project,,,,,,,,,,"Ramsey Farm, Agent ",,,,Charles or David Yochum,,,,8000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3450,3450,Rainbow Belle,Rainbow Belle,,,4/11/2018,5,B,Mare,,B,,,,Oxbow,Oxbow,Between Raindrops,Between Raindrops,,,,,,,,Hightail,6/11/2021,Calumet Farm ,,,,R.N.A. (0),,,,,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3451,3451,Redgrass Cat,Redgrass Cat,,,1/23/2011,12,B,Mare,,B,,,,Bluegrass Cat,Bluegrass Cat,Amanzi,Amanzi,,,,,,,,American Freedom,5/18/2021,"Legacy Bloodstock, Agent II ",,,,David McShane,,,,4500,,,,,T,2011
2021,M,21KEENOV,11/19/2021,5,10,3452,3452,Regally Bred,Regally Bred,,,3/28/2004,19,DB/BR,Mare,,B,,,,A.P. Indy,A.P. Indy,Double Cat,Double Cat,,,,,,,,,,Calumet Farm ,,,,Charles or David Yochum,,,,1000,,,,,T,2004
2021,M,21KEENOV,11/19/2021,5,10,3453,3453,Reliquary,Reliquary,,,5/4/2010,13,B,Mare,,B,,,,Pulpit,Pulpit,Byzantine,Byzantine,,,,,,,,Maximus Mischief,5/14/2021,"Vinery Sales, Agent LV ",,,,Alliance Bloodstock,,,,11000,,,,,T,2010
2021,M,21KEENOV,11/19/2021,5,10,3454,3454,Richmond Spider,Richmond Spider,,,3/16/2014,9,CH,Mare,,B,,,,Union Rags,Union Rags,Silky Omega,Silky Omega,,,,,,,,Congrats,3/26/2021,"Vinery Sales, Agent LXIX ",,,,Out,,,,0,,,,,T,2014
2021,M,21KEENOV,11/19/2021,5,10,3455,3455,Runaway Mom,Runaway Mom,,,4/1/2017,6,DB/BR,Filly,,BRP,,,,Run Away and Hide,Run Away and Hide,G Mom,G Mom,,,,,,,,,,"Gainesway, Agent XI ",,,,R. Keith Kinmon,,,,21000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3456,3456,Run Like the Boss,Run Like the Boss,,,3/6/2013,10,GR/RO,Mare,,B,,,,Scat Daddy,Scat Daddy,Seekitana,Seekitana,,,,,,,,Cupid,4/4/2021,"James B. Keogh (Grovendale), Agent V ",,,,Stephen Smith & Denise Jones,,,,20000,,,,,T,2013
2021,M,21KEENOV,11/19/2021,5,10,3457,3457,Sarah Joe,Sarah Joe,,,2/25/2017,6,B,Filly,,BRP,,,,Hard Spun,Hard Spun,Castilla,Castilla,,,,,,,,,,"Vinery Sales, Agent XLIII ",,,,Jerry Jamgotchian,,,,40000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3458,3458,Shadow of Denali,Shadow of Denali,,,3/4/2018,5,B,Mare,,B,,,,Mineshaft,Mineshaft,Lunargal,Lunargal,,,,,,,,Speightster,4/26/2021,"Ballysax Bloodstock, Agent VIII ",,,,"R.N.A. (16,000)",,,,,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3459,3459,Shanghai Aguilera,Shanghai Aguilera,,,3/20/2015,8,GR/RO,Mare,,B,,,,Shanghai Bobby,Shanghai Bobby,Aguilera,Aguilera,,,,,,,,Higher Power,6/3/2021,"James B. Keogh (Grovendale), Agent XV ",,,,Out,,,,0,,,,,T,2015
2021,M,21KEENOV,11/19/2021,5,10,3460,3460,,,,,5/14/2021,2,GR/RO,Filly,,WN,,,,Flameaway,Flameaway,Shanghai Aguilera,Shanghai Aguilera,,,,,,,,,,"James B. Keogh (Grovendale), Agent XV ",,,,6 Pines Ranch,,,,8000,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3461,3461,Shanghai Truffles,Shanghai Truffles,,,3/28/2016,7,DB/BR,Mare,,B,,,,Shanghai Bobby,Shanghai Bobby,Lady Truffles,Lady Truffles,,,,,,,,Midnight Storm,4/27/2021,"Four Star Sales, Agent ",,,,Out,,,,0,,,,,T,2016
2021,M,21KEENOV,11/19/2021,5,10,3462,3462,Share My Moon,Share My Moon,,,4/23/2017,6,DB/BR,Filly,,BRP,,,,Distorted Humor,Distorted Humor,Miss Paget (IRE),Miss Paget (IRE),,,,,,,,,,"Vinery Sales, Agent XLIII ",,,,Kris Muller,,,,10000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3463,3463,She Fox,She Fox,,,2/1/2015,8,B,Mare,,B,,,,Into Mischief,Into Mischief,Za Za Zu,Za Za Zu,,,,,,,,Hightail,2/8/2021,Calumet Farm ,,,,Justice Farm,,,,6000,,,,,T,2015
2021,M,21KEENOV,11/19/2021,5,10,3464,3464,Silverbella,Silverbella,,,3/6/2017,6,GR/RO,Mare,,B,,,,Tapizar,Tapizar,Wicked Ride,Wicked Ride,,,,,,,,Outwork,5/28/2021,"Taylor Made Sales Agency, Agent CXL ",,,,J. Michael Baird,,,,12000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3465,3465,Soul of Hollywood,Soul of Hollywood,,,2/13/2009,14,B,Mare,,B,,,,Perfect Soul (IRE),Perfect Soul (IRE),Hollywood Gold,Hollywood Gold,,,,,,,,Tale of Verve,4/25/2021,"Four Star Sales, Agent ",,,,Nirvana Farm LLC,,,,2000,,,,,T,2009
2021,M,21KEENOV,11/19/2021,5,10,3466,3466,Speedy Gia,Speedy Gia,,,4/4/2014,9,GR/RO,Mare,,B,,,,Giacomo,Giacomo,Addy Annie,Addy Annie,,,,,,,,American Freedom,4/16/2021,"Legacy Bloodstock, Agent VIII ",,,,Case Erwin,,,,5000,,,,,T,2014
2021,M,21KEENOV,11/19/2021,5,10,3467,3467,Sweet Bon Bon,Sweet Bon Bon,,,2/11/2017,6,DB/BR,Mare,,B,,,,Silver Max,Silver Max,Intangaroo,Intangaroo,,,,,,,,American Guru,2/18/2021,"Hidden Brook, Agent XXXIV ",,,,AAS Farm,,,,1000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3468,3468,Swift Delilah,Swift Delilah,,,3/31/2018,5,CH,Mare,,B,,,,Fort Larned,Fort Larned,Charming Delilah,Charming Delilah,,,,,,,,American Guru,4/19/2021,"Hidden Brook, Agent XXXIV ",,,,R.N.A. (0),,,,,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3469,3469,Tiz d'Etat,Tiz d'Etat,,,2/28/2018,5,DB/BR,Mare,,B,,,,Raison d'Etat,Raison d'Etat,Tiz Again,Tiz Again,,,,,,,,Oxbow,3/29/2021,Calumet Farm ,,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3470,3470,Total War,Total War,,,3/9/2011,12,B,Mare,,B,,,,War Pass,War Pass,Comfort Zone,Comfort Zone,,,,,,,,Midnight Storm,5/22/2021,"Legacy Bloodstock, Agent XII ",,,,K.O.I.D.,,,,8000,,,,,T,2011
2021,M,21KEENOV,11/19/2021,5,10,3471,3471,Midnight Joy,Midnight Joy,,,3/13/2021,2,DB/BR,Filly,,WN,,,,Midnight Storm,Midnight Storm,Trizelle,Trizelle,,,,,,,,,,"Vinery Sales, Agent XLVII ",,,,Jhair Galvan,,,,8000,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3472,3472,Tweeter,Tweeter,,,4/9/2006,17,CH,Mare,,B,,,,Unbridled's Song,Unbridled's Song,Dear Birdie,Dear Birdie,,,,,,,,Honor Code,6/15/2021,Calumet Farm ,,,,Harper Ridge Thoroughbreds,,,,5000,,,,,T,2006
2021,M,21KEENOV,11/19/2021,5,10,3473,3473,Twirling Hearts,Twirling Hearts,,,3/27/2018,5,B,Mare,,B,,,,Twirling Candy,Twirling Candy,Sharp Act,Sharp Act,,,,,,,,American Freedom,4/9/2021,"Legacy Bloodstock, Agent VII ",,,,Amy Elliott,,,,4000,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3474,3474,Unapologetically,Unapologetically,,,3/19/2016,7,GR/RO,Mare,,B,,,,Too Much Bling,Too Much Bling,General Reunion,General Reunion,,,,,,,,Hit It a Bomb,2/27/2021,"Vinery Sales, Agent XIII ",,,,"Chad Schumer, Agent",,,,22000,,,,,T,2016
2021,M,21KEENOV,11/19/2021,5,10,3475,3475,,,,,4/12/2021,2,DB/BR,Colt,,WN,,,,Tale of Ekati,Tale of Ekati,Underworld,Underworld,,,,,,,,,,"Vinery Sales, Agent XLVII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3476,3476,Up Her Sleeve,Up Her Sleeve,,,2/7/2019,4,B,Filly,,BRP,,,,Mastery,Mastery,Pocket of Aces,Pocket of Aces,,,,,,,,,,"Four Star Sales, Agent ",,,,J. Kent Sweezey,,,,27000,,,,,T,2019
2021,M,21KEENOV,11/19/2021,5,10,3477,3477,Venus Verity,Venus Verity,,,3/8/2017,6,DB/BR,Mare,,B,,,,Silver Max,Silver Max,Golden Venus,Golden Venus,,,,,,,,Point of Entry,4/8/2021,"Hidden Brook, Agent XXXIV ",,,,K.O.I.D.,,,,5000,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3478,3478,Violent Runner,Violent Runner,,,1/19/2018,5,DB/BR,Filly,,BRP,,,,Violence,Violence,Top Performance,Top Performance,,,,,,,,,,"Lane's End, Agent ",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3479,3479,Virtuous,Virtuous,,,4/22/2013,10,DB/BR,Mare,,B,,,,Arch,Arch,Fairest,Fairest,,,,,,,,Mr Speaker,5/11/2021,"Garrencasey Sales LLC, Agent ",,,,Irem Okdemir,,,,2700,,,,,T,2013
2021,M,21KEENOV,11/19/2021,5,10,3480,3480,Vision in Blue,Vision in Blue,,,3/22/2008,15,DB/BR,Mare,,B,,,,Bluegrass Cat,Bluegrass Cat,Airizon,Airizon,,,,,,,,Spun to Run,3/22/2021,"James B. Keogh (Grovendale), Agent XVII ",,,,"Chad Schumer, Agent",,,,6000,,,,,T,2008
2021,M,21KEENOV,11/19/2021,5,10,3481,3481,War Flower,War Flower,,,4/30/2012,11,B,Mare,,B,,,,War Front,War Front,Daunbeforethemast,Daunbeforethemast,,,,,,,,Mor Spirit,3/31/2021,"Vinery Sales, Agent XIII ",,,,Chad McKay,,,,6000,,,,,T,2012
2021,M,21KEENOV,11/19/2021,5,10,3482,3482,Missy Bee,Missy Bee,,,3/7/2021,2,B    ,Filly,,WN,,,,Point of Entry,Point of Entry,War Flower,War Flower,,,,,,,,,,"Vinery Sales, Agent XIII ",,,,"R.N.A. (19,000)",,,,,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3483,3483,Reasoned Analysis,Reasoned Analysis,,,3/25/2021,2,B,Colt,,WN,,,,Upstart,Upstart,We Love Lucy,We Love Lucy,,,,,,,,,,"Legacy Bloodstock, Agent XXI ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3484,3484,What a Lily,What a Lily,,,2/13/2009,14,DB/BR,Mare,,B,,,,Vindication,Vindication,Ain't She Awesome,Ain't She Awesome,,,,,,,,Maximum Security,3/23/2021,"Ballysax Bloodstock, Agent XII ",,,,"Oracle Bloodstock, Agent",,,,20000,,,,,T,2009
2021,M,21KEENOV,11/19/2021,5,10,3485,3485,Speightieman,Speightieman,,,3/28/2021,2,DB/BR,Colt,,WN,,,,Tamarkuz,Tamarkuz,You Don't Know Me (IRE),You Don't Know Me (IRE),,,,,,,,,,"Legacy Bloodstock, Agent VII ",,,,Vernon Obermeier,,,,1000,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3486,3486,You Don't Know Me (IRE),You Don't Know Me (IRE),,,5/6/2017,6,B,Mare,,B,,,,Zoffany (IRE),Zoffany (IRE),Don't Cry for Me,Don't Cry for Me,,,,,,,,Instilled Regard,4/28/2021,"Legacy Bloodstock, Agent VII ",,,,William Nicks,,,,1700,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3487,3487,Act Nicely,Act Nicely,,,2/19/2012,11,DB/BR,Mare,,B,,,,Birdstone,Birdstone,Ruth E,Ruth E,,,,,,,,Brody's Cause,3/26/2021,"James B. Keogh (Grovendale), Agent XXXV ",,,,Jose Carro,,,,4000,,,,,T,2012
2021,M,21KEENOV,11/19/2021,5,10,3488,3488,A J's Gal,A J's Gal,,,2/11/2006,17,DB/BR,Mare,,B,,,,Monashee Mountain,Monashee Mountain,Shadow On the Moon,Shadow On the Moon,,,,,,,,Gormley,5/10/2021,"Vinery Sales, Agent XLIX ",,,,Keith James Grinolds,,,,3500,,,,,T,2006
2021,M,21KEENOV,11/19/2021,5,10,3489,3489,Shiryu,Shiryu,,,4/6/2021,2,CH,Colt,,WN,,,,Gormley,Gormley,A J's Gal,A J's Gal,,,,,,,,,,"Vinery Sales, Agent XLIX ",,,,Victory Stable,,,,1700,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3490,3490,Aloha From Haiku,Aloha From Haiku,,,1/11/2018,5,CH,Mare,,B,,,,Bustin Stones,Bustin Stones,Sweet Aloha,Sweet Aloha,,,,,,,,Higher Power,3/5/2021,"Legacy Bloodstock, Agent VII ",,,,Tim Wickes,,,,10000,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3491,3491,Amaluna,Amaluna,,,3/11/2011,12,DB/BR,Mare,,B,,,,Congrats,Congrats,Luckey Greeley,Luckey Greeley,,,,,,,,Klimt,5/29/2021,"Buckland Sales (Zach Madden), Agent XVI ",,,,Out,,,,0,,,,,T,2011
2021,M,21KEENOV,11/19/2021,5,10,3492,3492,American Rose,American Rose,,,5/12/2017,6,CH,Mare,,B,,,,Americain,Americain,English Notes,English Notes,,,,,,,,Bal A Bali (BRZ),3/29/2021,Calumet Farm ,,,,"Equus Farm / Jerry Cummins, Agent",,,,1300,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3493,3493,Bivol,Bivol,,,2/14/2021,2,CH   ,Colt,,WN,,,,Real Solution,Real Solution,American Rose,American Rose,,,,,,,,,,Calumet Farm ,,,,Victor Dominquez,,,,2500,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3494,3494,Asgoodsheshouldbe,Asgoodsheshouldbe,,,2/28/2018,5,B,Filly,,BP,,,,Tonalist,Tonalist,Bird Fu,Bird Fu,,,,,,,,,,"Lane's End, Agent ",,,,William Nicks,,,,1000,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3495,3495,Awesome d'Oro (IRE),Awesome d'Oro (IRE),,,3/18/2010,13,B,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Always Awesome,Always Awesome,,,,,,,,The Factor,4/16/2021,"Legacy Bloodstock, Agent XXVII ",,,,Out,,,,0,,,,,T,2010
2021,M,21KEENOV,11/19/2021,5,10,3496,3496,Ballerini,Ballerini,,,4/21/2019,4,GR/RO,Filly,,BRP,,,,Bayern,Bayern,Forever Sunshine,Forever Sunshine,,,,,,,,,,"Vinery Sales, Agent XIII ",,,,Out,,,,0,,,,,T,2019
2021,M,21KEENOV,11/19/2021,5,10,3497,3497,Baroness Juliette,Baroness Juliette,,,3/9/2015,8,DB/BR,Mare,,B,,,,Speightstown,Speightstown,Juliette Ava,Juliette Ava,,,,,,,,Mor Spirit,3/24/2021,"Legacy Bloodstock, Agent VIII ",,,,Gary Hemp,,,,7000,,,,,T,2015
2021,M,21KEENOV,11/19/2021,5,10,3498,3498,Bees and Honey,Bees and Honey,,,3/13/2018,5,CH,Filly,,BRP,,,,Union Rags,Union Rags,Wickedly Smart,Wickedly Smart,,,,,,,,,,"Gainesway, Agent VII ",,,,Out,,,,0,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3499,3499,Belle Elle,Belle Elle,,,2/27/2018,5,CH,Mare,,B,,,,Raison d'Etat,Raison d'Etat,Elle Special,Elle Special,,,,,,,,Oxbow,6/13/2021,Calumet Farm ,,,,M & M Farms,,,,1700,,,,,T,2018
2021,M,21KEENOV,11/19/2021,5,10,3500,3500,Blazing Whip,Blazing Whip,,,5/10/2010,13,DB/BR,Mare,,B,,,,Street Boss,Street Boss,Timely Legend,Timely Legend,,,,,,,,Protonico,5/20/2021,"Vinery Sales, Agent to Dissolve a Partnership ",,,,Dawn Martin,,,,2200,,,,,T,2010
2021,M,21KEENOV,11/19/2021,5,10,3501,3501,Bold Senorita,Bold Senorita,,,2/24/2017,6,B,Mare,,B,,,,Mucho Macho Man,Mucho Macho Man,Black Lace,Black Lace,,,,,,,,Shaman Ghost,2/9/2021,"Hidden Brook, Agent XXXIV ",,,,"R.N.A. (2,000)",,,,,,,,,T,2017
2021,M,21KEENOV,11/19/2021,5,10,3502,3502,Born Into Bad News,Born Into Bad News,,,5/1/2019,4,DB/BR,Filly,,BRP,,,,Flintshire (GB),Flintshire (GB),Star of Johar,Star of Johar,,,,,,,,,,"Four Star Sales, Agent ",,,,Champion Racing Stable,,,,9500,,,,,T,2019
2021,M,21KEENOV,11/19/2021,5,10,3503,3503,Halcyon Days,Halcyon Days,,,4/2/2021,2,B,Filly,,WN,,,,Heart to Heart,Heart to Heart,Boundless Joy,Boundless Joy,,,,,,,,,,"Vinery Sales, Agent XXXIII ",,,,Out,,,,0,,,,,T,2021
2021,M,21KEENOV,11/19/2021,5,10,3504,3504,Brandenburg,Brandenburg,,,4/18/2015,8,GR/RO,Mare,,B,,,,Dunkirk,Dunkirk,Rare Blend,Rare Blend,,,,,,,,Girvin,2/18/2021,"Legacy Bloodstock, Agent XXIII ",,,,Out,,,,0,,,,,T,2015
2021,M,21KEENOV,11/19/2021,5,10,3505,3505,Brush Strokes,Brush Strokes,,,4/7/2008,15,B,Mare,,B,,,,Bluegrass Cat,Bluegrass Cat,Brushed Halory,Brushed Halory,,,,,,,,Enticed,4/7/2021,"James B. Keogh (Grovendale), Agent XXXV ",,,,Carolyn Reed,,,,1500,,,,,T,2008
2021,M,21KEENOV,11/19/2021,5,10,3506,3506,But for Money,But for Money,,,5/21/2006,17,DB/BR,Mare,,B,,,,Not for Love,Not for Love,Here Comes Betty,Here Comes Betty,,,,,,,,Mitole,4/4/2021,"Taylor Made Sales Agency, Agent XLII ",,,,Crazy 8 Stables,,,,24000,,,,,T,2006
2021,M,21KEENOV,11/19/2021,5,10,3507,3507,Carinhosa,Carinhosa,,,2/1/2013,10,CH,Mare,,B,,,,Sky Mesa,Sky Mesa,Lovely Regina,Lovely Regina,,,,,,,,Palace Malice,5/29/2021,"Taylor Made Sales Agency, Agent CXLVI ",,,,"Corner Woods, Inc.",,,,7000,,,,,T,2013
2021,M,21KEENOV,11/19/2021,5,10,3508,3508,Catigo,Catigo,,,4/13/2006,17,B,Mare,,B,,,,Giant's Causeway,Giant's Causeway,Onaga,Onaga,,,,,,,,Oxbow,6/6/2021,Calumet Farm ,,,,Laura A. Gill,,,,2000,,,,,T,2006
2021,M,21KEENOV,11/19/2021,5,10,3509,3509,Catlanta,Catlanta,,,5/7/2011,12,B,Mare,,B,,,,Medaglia d'Oro,Medaglia d'Oro,Catstar,Catstar,,,,,,,,Hightail,6/25/2021,Calumet Farm ,,,,"Formal Bloodstock, Agent",,,,7000,,,,,T,2011
2021,M,21KEENOV,11/19/2021,5,10,3510,3510,Celebrategoodtimes,Celebrategoodtimes,,,3/6/2011,12,DB/BR,Mare,,B,,,,Harlan's Holiday,Harlan's Holiday,Habiboo,Habiboo,,,,,,,,Daredevil,5/31/2021,"Taylor Made Sales Agency, Agent CXL ",,,,Lauer & Clary,,,,26000,,,,,T,2011
