Book,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,Elig,Sire Of Dam
5,9,2813,"Pope McLean (Crestwood Farm), Agent for Kendall E. Hansen, M.D. Racing, LLC",,Chief Bullet,,CH,Colt,Chief Bullet,Daredevil,Majorelle,,,,,Out,0,,
5,9,2814,"Hunter Valley Farm, Agent ",,First Front,,B,Colt,First Front,Summer Front,Make It Run,,,,,J. C. Farm,20000,,
5,9,2815,"Darby Dan Farm, Agent VII ",,Rey Estuardo,,CH,Colt,Rey Estuardo,Alternation,Make the Sun Shine,,,,,Stud Dozal,14000,,
5,9,2816,"Darby Dan Farm, Agent VIII ",,Malibu Billy,,DB/BR,Colt,Malibu Billy,Free Drop Billy,Malibu Baby,,,,,Bob Bone,25000,,
5,9,2817,"Gainesway, Agent X ",,Perplexing,,B,Filly,Perplexing,Tapwrit,Manahatta,,,,,Gary Broad / Walmac Farm,35000,,
5,9,2818,"Scott Mallory, Agent X ",,Steponthefootfeet,,B,Filly,Steponthefootfeet,Mendelssohn,Mane Princess,,,,,"Thunderbird Racing, LLC",10000,,
5,9,2819,"Bluewater Sales LLC, Agent XI ",,Camembert,,DB/BR,Colt,Camembert,Brody's Cause,Marsantropist,,,,,Kazakov,13000,,
5,9,2820,"Claiborne Farm, Agent ",,Papapa,,B,Colt,Papapa,Accelerate,Maxinkuckee Miss,,,,,Jose Miguel Aleman,20000,,
5,9,2821,"Hunter Valley Farm, Agent ",,Meant to Be Lucky,,B,Colt,Meant to Be Lucky,Lookin At Lucky,Mean Irene,,,,,Cool Hill Farm,15000,,
5,9,2822,"Hill 'n' Dale Sales Agency, Agent ",,Brenda,,CH,Filly,Brenda,Curlin,Menifeeque,,,,,"Mathiesen Racing, LLC",45000,,
5,9,2823,Paul Tackett ,,Motafared,,DB/BR,Colt,Motafared,Cloud Computing,Mensa Member,,,,,Miacomet Bloodstock,85000,,
5,9,2824,"Taylor Made Sales Agency, Agent CXLVI ",,Accelerate Judy,,B,Filly,Accelerate Judy,Accelerate,Merryland Monroe,,,,,Jeffry and Julie Puryear,30000,,
5,9,2825,"Hill 'n' Dale Sales Agency, Agent ",,Army Cadet,,B,Colt,Army Cadet,Army Mule,Midnight Embrace,,,,,Big Oak Farms,12000,,
5,9,2826,"Eaton Sales, Agent ",,Gustavor,,DB/BR,Colt,Gustavor,Dialed In,Midnight Luke,,,,,Korina Stable LLC / Gustavo Ravelo,45000,,
5,9,2827,"Denali Stud, Agent XVIII ",,Vortex Motion,,B,Colt,Vortex Motion,Union Rags,Miner's Cat,,,,,AVK Bloodstock,21000,,
5,9,2828,"Denali Stud, Agent II ",,Afraidofthebunny,,GR/RO,Colt,Afraidofthebunny,Distorted Humor,Minnelli,,,,,de Meric Sales,100000,,
5,9,2829,"Hunter Valley Farm, Agent ",,Cortese,,DB/BR,Colt,Cortese,Speightster,Minstrel Show,,,,,"John Ennis, Agent",37000,,
5,9,2830,"Machmer Hall Sales, Agent for Machmer Hall ",,Ms. Clemente,,GR/RO,Filly,Ms. Clemente,Liam's Map,Miss Baby Betty,,,,,Westlake Racing Stable,19000,,
5,9,2831,"Taylor Made Sales Agency, Agent LXXXIV ",,Practical Bid,,B,Colt,Practical Bid,Practical Joke,Missile Belle,,,,,"Christina R. Jelm, Agt. for Dennis January",15000,,
5,9,2832,"Bluewater Sales LLC, Agent XVIII ",,Julia's Chardonnay,,GR/RO,Filly,Julia's Chardonnay,Competitive Edge,Miss Julia Star (FR),,,,,"John Ennis, Agent",18000,,
5,9,2833,"Taylor Made Sales Agency, Agent CLXXX ",,Awesome Aunt Penny,,CH,Filly,Awesome Aunt Penny,Accelerate,Miss May,,,,,William Perkins,20000,,
5,9,2834,"Machmer Hall Sales, Agent X ",,Lady Giuliana,,DB/BR,Filly,Lady Giuliana,Collected,Miss Spinks,,,,,Danielle Agnello,30000,,
5,9,2835,"Hill 'n' Dale Sales Agency, Agent ",,I Lucked Out,,CH,Colt,I Lucked Out,Lookin At Lucky,Mizzen Out,,,,,Gina Fennell,57000,,
5,9,2836,"Bedouin Bloodstock, Agent VII ",,Lookin' At Turk,,CH,Colt,Lookin' At Turk,Lookin At Lucky,Model Figure,,,,,Vision Equine,70000,,
5,9,2837,"Gainesway, Agent XI ",,Moontap,,GR/RO,Filly,Moontap,Tapwrit,Moon Philly,,,,,Out,0,,
5,9,2838,"Castle Park Farm LLC (Noel Murphy), Agent III ",,Bayernee,,DB/BR,Filly,Bayernee,Bayern,More for Me,,,,,"Jason Hall, Agent",42000,,
5,9,2839,"Pope McLean (Crestwood Farm), Agent III ",,Lady Check,,DB/BR,Filly,Lady Check,Hard Spun,Mriya,,,,,Jose Carrillo - Stud Carmen Cristilla LLC,3000,,
5,9,2840,"Hunter Valley Farm, Agent ",,Armonia,,CH,Filly,Armonia,Perfect Soul (IRE),Munnings Sister,,,,,Off the Hook,15000,,
5,9,2841,"Summerfield (Francis and Barbara Vanlangendonck), Agent X ",,Golden Greek,,CH,Colt,Golden Greek,Kantharos,My Best Ten,,,,,"Royal Colors Racing, LLC",65000,,
5,9,2842,"Circle Sid Farms, LLC ",,Galeno's Spirit,,B,Filly,Galeno's Spirit,Mor Spirit,My Felina,,,,,Eduardo Prado,15000,,
5,9,2843,"Eaton Sales, Agent ",,Molly's Rose,,DB/BR,Filly,Molly's Rose,Classic Empire,My Rose,,,,,"J.H. Racing Stable, Inc.",14000,,
5,9,2844,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Marsanne,,CH   ,Filly,Marsanne,Carpe Diem,Mystic City,,,,,"John Ennis, Agent for Crumbaugh Lane",47000,,
5,9,2845,"Taylor Made Sales Agency, Agent XLIV ",,King of Orlando,,B,Colt,King of Orlando,Mucho Macho Man,Mythology,,,,,J. C. Farm,25000,,
5,9,2846,"Sally Thomas, Agent I ",,Barmaley,,CH,Colt,Barmaley,Tonalist,Never Quicker,,,,,Kinga Farm,57000,,
5,9,2847,"Lane's End, Agent ",,West Coast Wildcat,,DB/BR,Filly,West Coast Wildcat,West Coast,New Wave,,,,,Potrero Stables,12000,,
5,9,2848,"Nursery Place, Agent ",,Eternal Light,,DB/BR,Filly,Eternal Light,Runhappy,No Setting Sun,,,,,Out,0,,
5,9,2849,"Pope McLean (Crestwood Farm), Agent XIX ",,Quilter,,DB/BR,Filly,Quilter,Munnings,Ode to a Skylark,,,,,Richard Perkins,50000,,
5,9,2850,"Gainesway, Agent XXXVII ",,Bubba Can Dance,,B    ,Colt,Bubba Can Dance,Jimmy Creed,Of One Heart,,,,,"R.N.A. (14,000)",---,,
5,9,2851,"Runnymede Farm LLC, Agent ",,Collected --- One in a Romp,,CH   ,Colt,,Collected,One in a Romp,,,,,"R.N.A. (19,000)",---,,
5,9,2852,"Equest Thoroughbreds, Inc. ",,Churro,,DB/BR,Colt,Churro,Exaggerator,One in the Chamber,,,,,"JTS, Inc.",62000,,
5,9,2853,Columbiana Farm LLC ,,Meta Girl,,B,Filly,Meta Girl,Jimmy Creed,One Last Cast,,,,,J. Brocklebank,57000,,
5,9,2854,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Azteca Star,,DB/BR,Colt,Azteca Star,Sharp Azteca,On Reflection,,,,,"Eddie Kenneally, Agent",72000,,
5,9,2855,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent VI ",,One Violent Affair,,CH,Filly,One Violent Affair,Violence,Orient Harbor,,,,,H T C / Voric Stables,45000,,
5,9,2856,"Sycamore Bark Thoroughbreds, LLC ",,My Uncle Billy,,B,Colt,My Uncle Billy,Free Drop Billy,Our Whiskey Girls,,,,,"J.H. Racing Stable, Inc.",13000,,
5,9,2857,Penn Sales ,,Annie,,B,Filly,Annie,McCraken,Overboard,,,,,Out,0,,
5,9,2858,"Claiborne Farm, Agent ",,More Than Ready --- Pale Moon (GB),,DB/BR,Colt,,More Than Ready,Pale Moon (GB),,,,,Out,0,,
5,9,2859,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Oye Guapa,,B    ,Filly,Oye Guapa,Violence,Paulownia,,,,,St. George Stable LLC,42000,,
5,9,2860,"Hunter Valley Farm, Agent ",,Perfect Upstart,,B    ,Colt,Perfect Upstart,Upstart,Perfect Sister,,,,,Shauna Ford,17000,,
5,9,2861,"Denali Stud, Agent for Stonestreet Bred & Raised ",,Pianni Pianola,,CH,Filly,Pianni Pianola,Kitten's Joy,Pianist,,,,,St. George Stable LLC,26000,,
5,9,2862,"Runnymede Farm LLC, Agent ",,Royal Laughter,,GR/RO,Filly,Royal Laughter,Cairo Prince,Pleasant Laughter,,,,,Jim Zahler,30000,,
5,9,2863,"Legacy Bloodstock, Agent V ",,Plenty of Gold,,CH,Filly,Plenty of Gold,Goldencents,Plenty,,,,,Buddy Jones,39000,,
5,9,2864,"Machmer Hall Sales, Agent XVII ",,Oh Pollyanna,,GR/RO,Filly,Oh Pollyanna,Connect,Poly One Flex,,,,,Joseph Hickman,95000,,
5,9,2865,"Gainesway, Agent VII ",,Empire Maker --- Prall Street,,DB/BR,Colt,,Empire Maker,Prall Street,,,,,Better Scoot Stables,50000,,
5,9,2866,"Gainesway, Agent XLVI ",,Pivosky,,DB/BR,Filly,Pivosky,Connect,Princesse Rafaela,,,,,Michael J. and Linda Mazoch,55000,,
5,9,2867,"Eaton Sales, Agent ",,Money On Ice,,DB/BR,Filly,Money On Ice,Mendelssohn,Princess Kate,,,,,"R.N.A. (30,000)",---,,
5,9,2868,"Machmer Hall Sales, Agent for Machmer Hall ",,Smart Prize,,DB/BR,Colt,Smart Prize,Connect,Prize Catch,,,,,John Oxley,32000,,
5,9,2869,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II ",,Zippin Pippin,,B    ,Filly,Zippin Pippin,Runhappy,Proud Dame,,,,,Big Time Stables,16000,,
5,9,2870,"Hill 'n' Dale Sales Agency, Agent ",,Proud Performer,,B,Filly,Proud Performer,Oscar Performance,Proud Heroine,,,,,Kirk & Judy Robison,45000,,
5,9,2871,"Machmer Hall Sales, Agent IX ",,She's in the Cloud,,DB/BR,Filly,She's in the Cloud,Cloud Computing,Purgatory Cat,,,,,Out,0,,
5,9,2872,"Hunter Valley Farm, Agent ",,Perfectly Golden,,DB/BR,Filly,Perfectly Golden,Paynter,Pyrite Marci,,,,,Wayne Sanders & Kat Kirk,42000,,
5,9,2873,"Taylor Made Sales Agency, Agent CXLVI ",,Unified Play,,DB/BR,Colt,Unified Play,Unified,Quality Play,,,,,Rose Petal Stable,15000,,
5,9,2874,"Legacy Bloodstock, Agent XVI ",,Sharp Aza Tack,,B,Colt,Sharp Aza Tack,Sharp Azteca,Que Chulo,,,,,"Rice Horse, Agent",72000,,
5,9,2875,"Pope McLean (Crestwood Farm), Agent ",,Night Effect,,DB/BR,Colt,Night Effect,Malibu Moon,Queen Daenerys,,,,,"Chad Schumer, Agent",30000,,
5,9,2876,"Lane's End, Agent ",,Money Agent,,B,Colt,Money Agent,Noble Mission (GB),Quest to Peak,,,,,Kazakov,15000,,
5,9,2877,"Legacy Bloodstock, Agent for Spendthrift Farm LLC ",,Fahhad,,DB/BR,Colt,Fahhad,Free Drop Billy,Quiet Success,,,,,Grassroots Training & Sales ,35000,,
5,9,2878,"Gainesway, Agent XXXVII ",,Tropical Waters,,B    ,Filly,Tropical Waters,First Samurai,Raisa,,,,,Arturo Gonzalez,12000,,
5,9,2879,"Taylor Made Sales Agency, Agent for Spendthrift Farm LLC ",,Nevershow Weakness,,CH,Colt,Nevershow Weakness,Lord Nelson,Ransomed Heart (IRE),,,,,Tally Ho Stud,20000,,
5,9,2880,"Baccari Bloodstock, Agent XVI ",,McMagic,,CH,Colt,McMagic,Good Magic,Rather Beautiful,,,,,Luis Gavignano,60000,,
5,9,2881,"Hartwell Farm, Agent V ",,Chojo,,DB/BR,Filly,Chojo,First Samurai,Rathvilly,,,,,"Carter Thoroughbreds, LLC",22000,,
5,9,2882,"Eaton Sales, Agent ",,Midnight Regina,,B,Filly,Midnight Regina,Midnight Lute,Real Ruffian,,,,,Out,0,,
5,9,2883,"Machmer Hall Sales, Agent XXI ",,Marmo Moon,,B,Filly,Marmo Moon,Malibu Moon,Rebalite,,,,,Ready Made Racing,25000,,
5,9,2884,"Hunter Valley Farm, Agent ",,Lookin At Me,,B,Colt,Lookin At Me,Lookin At Lucky,Recalibrate,,,,,"Leandro Torres, Agent / Jose Dominici",10000,,
5,9,2885,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IX ",,Bratton,,GR/RO,Colt,Bratton,Upstart,Red Hot Tops,,,,,Christopher K Harrington,55000,,
5,9,2886,"Machmer Hall Sales, Agent XVII ",,Ecoro Ares,,DB/BR,Colt,Ecoro Ares,Unified,Red Hot Tweet,,,,,"Julie Davies, Agent",72000,,
5,9,2887,"Bluewater Sales LLC, Agent XV ",,Mr Speaker --- Rezister,,B,Colt,,Mr Speaker,Rezister,,,,,"Legacy Equine Group, Agt for Golden East Horse LLC",15000,,
5,9,2888,"Sequel New York, Agent ",,Champions Union,,DB/BR,Colt,Champions Union,Union Jackson,Ribbon Cutter,,,,,Grassroots Training & Sales ,17000,,
5,9,2889,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I ",,Easy Fast,,B,Colt,Easy Fast,Violence,Ride to Houston,,,,,"James DiVito, Agent",50000,,
5,9,2890,"Sally Thomas, Agent I ",,Influentialous,,GR/RO,Filly,Influentialous,The Factor,Rightful Time,,,,,Steve Barberino,37000,,
5,9,2891,"Hartwell Farm, Agent III ",,River Magic,,CH,Filly,River Magic,Good Magic,Rivertown Belle,,,,,"Oracle Bloodstock, Agent",32000,,
5,9,2892,"Lane's End, Agent ",,Secret of Saratoga,,B,Filly,Secret of Saratoga,Unified,R Little Secret,,,,,"R.N.A. (45,000)",---,,
5,9,2893,"Mulholland Farm, Agent ",,Crooked Fellow,,CH,Colt,Crooked Fellow,Connect,Roksana,,,,,Thoro Ventures,55000,,
5,9,2894,"Eaton Sales, Agent ",,Mo Town Gal,,B,Filly,Mo Town Gal,Mo Town,Roll On Indy,,,,,Bill McLean,20000,,
5,9,2895,"Lane's End, Agent ",,Allegedly,,GR/RO,Filly,Allegedly,Arrogate,Romanticism,,,,,GFM Bloodstock,20000,,
5,9,2896,"Nursery Place, Agent ",,Almost Snow,,GR/RO,Colt,Almost Snow,Frosted,Rosedale,,,,,Tim McCanna,27000,,
5,9,2897,"Taylor Made Sales Agency, Agent XCVI ",,Dodaro's Ball,,B,Colt,Dodaro's Ball,Goldencents,Royale Paradise,,,,,"Mac Robertson, Agt. for Novogratz Racing Stable",125000,,
5,9,2898,"Winter Quarter Farm, Agent III ",,Broken Machine,,B,Colt,Broken Machine,Broken Vow,Royale Rose,,,,,Little Farm,12000,,
5,9,2899,"Taylor Made Sales Agency, Agent XXXIII ",,Margham,,CH,Colt,Margham,Accelerate,Rubytheheartstealr,,,,,Byron Rogers / Star Bloodstock,72000,,
5,9,2900,Mulholland Farm ,,Inspeightoftrainer,,CH,Colt,Inspeightoftrainer,Speightster,Run a Round,,,,,Dare To Dream Stable Management,42000,,
5,9,2901,"Sequel New York, Agent ",,Nobodyaskedme,,DB/BR,Colt,Nobodyaskedme,Cloud Computing,Running Clan,,,,,Out,0,,
5,9,2902,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Gustavo,,B    ,Colt,Gustavo,Klimt,Running Creek,,,,,Michael J. and Linda Mazoch,40000,,
5,9,2903,"Machmer Hall Sales, Agent for Machmer Hall et al. XI ",,Tituba,,B,Filly,Tituba,Good Magic,Sabi Sands,,,,,Dewsweepers,125000,,
5,9,2904,Dixiana Farms LLC ,,Lil Miss Moonlight,,B    ,Filly,Lil Miss Moonlight,City of Light,Sacred Luna,,,,,String Music Thoroughbreds,95000,,
5,9,2905,"Eaton Sales, Agent ",,Crackalacking,,DB/BR,Filly,Crackalacking,McCraken,Sacred Moon,,,,,Randy Finegan,20000,,
5,9,2906,"Eaton Sales, Agent ",,Black Shaman,,DB/BR,Colt,Black Shaman,Shaman Ghost,Sahara Breeze,,,,,Laureles Racing Inc.,30000,,
5,9,2907,"Darby Dan Farm, Agent VIII ",,Wooden Ships,,CH,Filly,Wooden Ships,Midshipman,Saint Penny,,,,,Out,0,,
5,9,2908,"Morris B. Floyd & Chuck Givens, Agent ",,Ize Sharpie,,B,Filly,Ize Sharpie,Sharp Azteca,Salem Heart,,,,,Cortez Racing Stable,31000,,
5,9,2909,"Eaton Sales, Agent ",,West Coast Andy,,CH,Filly,West Coast Andy,West Coast,Sallie's Memory,,,,,Laureles Racing Inc.,50000,,
5,9,2910,Columbiana Farm LLC ,,Mo Town --- Sandra's Day,,B,Filly,,Mo Town,Sandra's Day,,,,,Out,0,,
5,9,2911,"Machmer Hall Sales, Agent X ",,Inquieta,,CH   ,Filly,Inquieta,Goldencents,Santacafe,,,,,St. George Stable LLC,32000,,
5,9,2912,"Garrencasey Sales LLC, Agent ",,Babel Sunshine,,B,Filly,Babel Sunshine,Exaggerator,Say's Who,,,,,Edy Gonzalez,11000,,
5,9,2913,"Legacy Bloodstock, Agent for Spendthrift Farm LLC ",,Mystic Malibu,,B,Filly,Mystic Malibu,Malibu Moon,Scent of Summer,,,,,Schiano Racing,18000,,
5,9,2914,"Lane's End, Agent ",,Munndiva,,CH,Filly,Munndiva,Munnings,Sea Diva,,,,,Jay Larry Brumbaugh,80000,,
5,9,2915,"Eaton Sales, Agent ",,Dream State,,DB/BR,Filly,Dream State,Always Dreaming,Seattle Charlie,,,,,Frederick Delbrey Cruz,22000,,
5,9,2916,"Gainesway, Agent XI ",,Royal Jubilee,,GR/RO,Filly,Royal Jubilee,Tapwrit,Secret Return,,,,,Oscar Velasquez,50000,,
5,9,2917,"Gainesway, Agent XVI ",,Happy Dancer,,B    ,Colt,Happy Dancer,Runhappy,Selva,,,,,Valorie Lund,52000,,
5,9,2918,"Penn Sales, Agent for Opas and Sinatra ",,Best Quality,,CH,Filly,Best Quality,Klimt,Sepulveda Pass,,,,,"Oracle Bloodstock, Agent",30000,,
5,9,2919,"Machmer Hall Sales, Agent V ",,Desert Diva,,GR/RO,Filly,Desert Diva,Cairo Prince,Seven Days,,,,,Off the Hook LLC,35000,,
5,9,2920,"Taylor Made Sales Agency, Agent XXXIII ",,Childers,,DB/BR,Colt,Childers,Bernardini,She Cat,,,,,"R.N.A. (42,000)",---,,
5,9,2921,"Legacy Bloodstock, Agent for Spendthrift Farm LLC ",,Four O Six Creed,,CH   ,Colt,Four O Six Creed,Jimmy Creed,She's All Ready,,,,,Jill Lindell,25000,,
5,9,2922,"Hunter Valley Farm, Agent ",,Itsnotimpossible,,B,Colt,Itsnotimpossible,Klimt,She's Justa Friend,,,,,"James DiVito, Agent",23000,,
5,9,2923,"Eaton Sales, Agent ",,Dynamic Moon,,DB/BR,Colt,Dynamic Moon,Malibu Moon,Short Iron,,,,,Triple N Racing,60000,,
5,9,2924,"Denali Stud, Agent II ",,Let Him Do,,B,Colt,Let Him Do,Good Magic,Shovalla,,,,,J. Keith Desormeaux,25000,,
5,9,2925,"Hill 'n' Dale Sales Agency, Agent ",,Fast Service,,CH   ,Colt,Fast Service,Fast Anna,Show Hostess,,,,,Tim McCanna,12000,,
5,9,2926,"Eaton Sales, Agent ",,Red Five,,B,Colt,Red Five,Astern (AUS),Sibilant,,,,,"Pocket Aces Racing / Marc A. Wampler, Agent",28000,,
5,9,2927,"Pope McLean (Crestwood Farm), Agent ",,Special Bond,,CH,Filly,Special Bond,Speightstown,Silent Bond,,,,,Jason McCutchen,10000,,
5,9,2928,"Hill 'n' Dale Sales Agency, Agent ",,Wet and Wild,,CH,Colt,Wet and Wild,Gormley,Silent Sinner,,,,,Out,0,,
5,9,2929,"Legacy Bloodstock, Agent XXIII ",,Army Ranger,,CH,Colt,Army Ranger,Army Mule,Silky Omega,,,,,Adalberto Lozano,50000,,
5,9,2930,"Machmer Hall Sales, Agent X ",,Crypto Mama,,B    ,Filly,Crypto Mama,Cloud Computing,Silly Little Mama,,,,,George Hall,47000,,
5,9,2931,"Taylor Made Sales Agency, Agent XXX ",,Factor That,,GR/RO,Filly,Factor That,The Factor,Sky and Sea,,,,,Gregory Jackson,20000,,
5,9,2932,"Claiborne Farm, Agent ",,I Bileve,,B,Filly,I Bileve,Blame,Sky Garden (GB),,,,,Patrick Swan,15000,,
5,9,2933,"Hartwell Farm, Agent VIII ",,Recon,,DB/BR,Colt,Recon,Exaggerator,Sluice,,,,,Calumet Farm,62000,,
5,9,2934,"Scott Mallory, Agent XI ",,Duson Champ,,DB/BR,Filly,Duson Champ,Mineshaft,Sly Humor,,,,,"Jeffrey Bloom, Agent",40000,,
5,9,2935,"Bedouin Bloodstock, Agent VII ",,Ryder T,,DB/BR,Colt,Ryder T,Maclean's Music,Smart Policy,,,,,Out,0,,
5,9,2936,"Bedouin Bloodstock, Agent III ",,Constitution Day,,B,Colt,Constitution Day,Constitution,Snowmass,,,,,John Oxley,25000,,
5,9,2937,"Nursery Place, Agent ",,Reconnecting,,B,Filly,Reconnecting,Connect,Sober On Sunday,,,,,Out,0,,
5,9,2938,"Machmer Hall Sales, Agent XV ",,Almost Dialed Out,,DB/BR,Filly,Almost Dialed Out,Dialed In,So Fancy,,,,,Wayne Sanders & Kat Kirk,42000,,
5,9,2939,"Machmer Hall Sales, Agent II ",,Laureate,,DB/BR,Colt,Laureate,Unified,Southern Drifter,,,,,Kazakov,10000,,
5,9,2940,"Gainesway, Agent XI ",,Proctor Phantom,,B,Colt,Proctor Phantom,Tapwrit,Spangled Banner,,,,,Rose Petal Stable,75000,,
5,9,2941,"Gainesway, Agent X ",,Spanish Destiny,,DB/BR,Filly,Spanish Destiny,Destin,Spanish Bunny,,,,,"Francoise Dupuis, Agent",60000,,
5,9,2942,"Nursery Place, Agent ",,Early Dawn,,GR/RO,Filly,Early Dawn,The Factor,Speightstown Belle,,,,,Little Farm,22000,,
5,9,2943,"Hill 'n' Dale Sales Agency, Agent ",,Baltic Mule,,B    ,Colt,Baltic Mule,Army Mule,Spellker,,,,,"John Deeley / David Hussey, Agent",35000,,
5,9,2944,"Castle Park Farm LLC (Noel Murphy), Agent XII ",,Must Be the Money,,B,Colt,Must Be the Money,Paynter,Spider Walkin,,,,,Taproot for Silverton Hill,50000,,
5,9,2945,"Claiborne Farm, Agent ",,First Samurai --- Spiel,,CH,Colt,,First Samurai,Spiel,,,,,Out,0,,
5,9,2946,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent XI ",,Regal Kingdom,,CH,Colt,Regal Kingdom,Animal Kingdom,Starinthemeadow,,,,,"Jacques C. Dupuis, Jr.",20000,,
5,9,2947,"Pope McLean (Crestwood Farm), Agent IX ",,Meraj,,DB/BR,Colt,Meraj,Army Mule,Star Pearl,,,,,Redwings,60000,,
5,9,2948,"Lane's End, Agent ",,Union Park,,B,Colt,Union Park,Twirling Candy,Starship Scarlett,,,,,Out,0,,
5,9,2949,"Denali Stud, Agent XXI ",,Cherry Orchard,,DB/BR,Colt,Cherry Orchard,Malibu Moon,Starving Artist,,,,,Kazakov,15000,,
5,9,2950,"Claiborne Farm, Agent ",,Mygrandson Joshuan,,B,Colt,Mygrandson Joshuan,Air Force Blue,Stay the Night,,,,,Frederick Delbrey Cruz,7000,,
5,9,2951,"Gainesway, Agent XXXVII ",,Bronster,,B,Colt,Bronster,Goldencents,Stonecoldfox,,,,,Out,0,,
5,9,2952,"Taylor Made Sales Agency, Agent LXXXVI ",,Rum Runner Ready,,CH,Filly,Rum Runner Ready,Gun Runner,Stormy Allure,,,,,Monarch Farms,75000,,
5,9,2953,"Eaton Sales, Agent ",,Swirling Hit,,DB/BR,Colt,Swirling Hit,Hard Spun,Streetwithnoname,,,,,Black Stone Farm,42000,,
5,9,2954,"Machmer Hall Sales, Agent XVII ",,Cavalry Command,,DB/BR,Colt,Cavalry Command,West Coast,Strike Free,,,,,"Doble Jak Investments, LLC",15000,,
5,9,2955,"Hunter Valley Farm, Agent ",,Superr Ron,,B,Colt,Superr Ron,Super Saver,Strikes a Chord,,,,,Sayeli Camacho,30000,,
5,9,2956,"Machmer Hall Sales, Agent V ",,Jumanat Alreem,,B,Filly,Jumanat Alreem,Klimt,Striking Success,,,,,"R.N.A. (17,000)",---,,
5,9,2957,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent VI ",,Tonalist --- Sucat,,CH,Filly,,Tonalist,Sucat,,,,,"Brilliant Racing LLC / Brandon Stauble, Agent",65000,,
5,9,2958,"Mulholland Farm, Agent ",,Fast Traffic,,DB/BR,Colt,Fast Traffic,Cross Traffic,Summer Place,,,,,John Oxley,150000,,
5,9,2959,"Legacy Bloodstock, Agent XXXVI ",,Ode to Gershwin,,B    ,Colt,Ode to Gershwin,Can the Man,Summer Song,,,,,E. W. Gallagher / Quatrefoil Racing Stables,22000,,
5,9,2960,"Denali Stud, Agent XXXVII ",,Goldencents --- Precious Humor,,CH,Colt,,Goldencents,Precious Humor,,,,,"Legacy Equine Group, Agt for Golden East Horse LLC",35000,,
5,9,2961,"Kinga Farm, LLC ",,Dual Monarchy,,DB/BR,Colt,Dual Monarchy,Cairo Prince,Surfer's Paradise,,,,,Jacobo Ordonez,22000,,
5,9,2962,"Eaton Sales, Agent ",,Making Moves,,B,Colt,Making Moves,Goldencents,Swan of the Nile,,,,,Out,0,,
5,9,2963,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Boxster,,DB/BR,Colt,Boxster,West Coast,Sweet Beat,,,,,L. G. for Geraldo Romero,70000,,
5,9,2964,"Denali Stud, Agent XXXII ",,Missile,,DB/BR,Filly,Missile,Bolt d'Oro,Sweet Factory,,,,,Out,0,,
5,9,2965,"Eaton Sales, Agent ",,Northern Irish,,B,Colt,Northern Irish,McCraken,Sweetness 'n Light,,,,,Rocker O Ranch,23000,,
5,9,2966,"Columbiana Farm LLC, Agent I ",,Sacred Ground,,B,Colt,Sacred Ground,Sharp Azteca,Sweet Spell,,,,,"Nick J. Hines, Agent",55000,,
5,9,2967,"Pope McLean (Crestwood Farm), Agent for Eric Antonio Delvalle",,Mary,,CH,Filly,Mary,Brody's Cause,Swinginfromarainbo,,,,,Zachary Quinones,22000,,
5,9,2968,"Hunter Valley Farm, Agent ",,Off the Roster,,DB/BR,Colt,Off the Roster,Outwork,Take It Easyplease,,,,,Thoro Ventures,32000,,
5,9,2969,"Gainesway, Agent XXXIII ",,Flybridge,,CH,Colt,Flybridge,Air Force Blue,Tale Untold,,,,,Black Stone Farm,30000,,
5,9,2970,"Kinga Farm, LLC ",,Hawkman,,B    ,Colt,Hawkman,Street Boss,Tanzania Road,,,,,"R.N.A. (15,000)",---,,
5,9,2971,"Hill 'n' Dale Sales Agency, Agent ",,Sharp Tap,,DB/BR,Filly,Sharp Tap,Sharp Azteca,Tap It Out,,,,,Out,0,,
5,9,2972,"Legacy Bloodstock, Agent XXXVII ",,Rol Again Dancer,,B    ,Colt,Rol Again Dancer,Girvin,Tesoro de Amor,,,,,Jonathan Navas,6000,,
5,9,2973,Penn Sales ,,Action Rose,,CH,Filly,Action Rose,Collected,Thee Pie,,,,,Wes Carter for Triangle Bloodstock,38000,,
5,9,2974,"Equest Thoroughbreds, Inc. ",,Winters Lion,,GR/RO,Colt,Winters Lion,Accelerate,This Girl Rocks,,,,,Calumet Farm,35000,,
5,9,2975,"Taylor Made Sales Agency, Agent for WinStar Farm Bred & Raised ",,She's Mybuddybuddy,,B,Filly,She's Mybuddybuddy,Good Samaritan,Three Graces,,,,,Ernest N. Haynes,42000,,
