Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
8,3008,"Buckland Sales (Zach Madden), Agent for Spendthrift Farm LLC ","","Vino Rosso --- Union Prayer","02/15/2022","DB/BR",Filly,"","Vino Rosso","Union Prayer","","","","Weanling","R.N.A. (4,500)",---
8,3009,"Taylor Made Sales Agency, Agent XCVI ","","Up the Street","01/15/2009","B",Mare,"Up the Street","Street Cry (IRE)","Imperial Gesture","Runhappy","06/15/2022","not pregnant","Broodmare","McMahon Of Saratoga Thoroughbreds",7000
8,3010,"Mill Ridge Sales, Agent ","","Valued Strike","04/09/2012","CH",Mare,"Valued Strike","Smart Strike","Deputy Valuation","Oscar Performance","02/28/2022","pregnant","Broodmare","K.O.I.D.",36000
8,3011,"Legacy Bloodstock, Agent XXVII ","","Varisimo","04/24/2009","GR/RO",Mare,"Varisimo","Unbridled's Song","Belle Nuit","Take Charge Indy","04/12/2022","pregnant","Broodmare","Natalie Montgomery, Agent for Riley Blanchet",5000
8,3012,"Pope McLean (Crestwood Farm), Agent XVI ","","Street Boss --- Violent Lady","02/10/2022","CH   ",Filly,"","Street Boss","Violent Lady","","","","Weanling","R.N.A. (19,000)",---
8,3013,"Bluewater Sales LLC, Agent XXIV ","","Visual Approach","03/02/2019","DB/BR",Mare,"Visual Approach","Flatter","Distorted Point","Enticed","04/15/2022","pregnant","Broodmare","Dawn Martin",2700
8,3014,"Taylor Made Sales Agency, Agent for JSM Equine LLC ","","Viva Malala","05/09/2012","B",Mare,"Viva Malala","Malibu Moon","Adorahy","","","not mated","Broodmare","Out",0
8,3015,"Claiborne Farm, Agent ","","Vivere","05/01/2008","DB/BR",Mare,"Vivere","War Front","Viva","First Samurai","03/14/2022","pregnant","Broodmare","KMA Ranch",7000
8,3016,"Taylor Made Sales Agency, Agent X ","","Bernardini --- Voyelle","04/12/2022","B",Colt,"","Bernardini","Voyelle","","","","Weanling","Out",0
8,3017,"Lane's End, Agent ","","Waltzing Matilda (IRE)","05/13/2011","B",Mare,"Waltzing Matilda (IRE)","Danehill Dancer (IRE)","Simadartha","Vino Rosso","03/16/2022","pregnant","Broodmare","Walmac Farm",32000
8,3018,"Lane's End, Agent ","","Come a Waltzing","01/26/2022","B    ",Filly,"Come a Waltzing","Always Dreaming","Waltzing Matilda (IRE)","","","","Weanling","Pillar Property Services, Inc.",5000
8,3019,"Lane's End, Agent ","","War Value","04/28/2015","B",Mare,"War Value","War Front","Value Stream","Known Agenda","05/15/2022","pregnant","Broodmare","Country Life Farm, Agent",35000
8,3020,"Lane's End, Agent ","","Always Dreaming --- War Value","04/10/2022","B    ",Filly,"","Always Dreaming","War Value","","","","Weanling","Tom Zwiesler",3000
8,3021,"Vinery Sales, Agent LV ","","Emmetts Power","02/09/2022","B    ",Colt,"Emmetts Power","Higher Power","Western Peace","","","","Weanling","Ed Price",11000
8,3022,"Vinery Sales, Agent XXI ","","What What What","04/22/2014","DB/BR",Mare,"What What What","Archarcharch","Stormy Blast","Tacitus","05/14/2022","pregnant","Broodmare","R.N.A. (19,000)",---
8,3023,"Highgate Sales, Agent XXI ","","Whiff","02/27/2015","CH",Mare,"Whiff","Giant's Causeway","Swift Girl","Known Agenda","05/25/2022","pregnant","Broodmare","Eric Antonio Delvalle",36000
8,3024,"Buck Pond Farm (Douglas S. Arnold), Agent ","","Whiskey N Water","03/20/2019","DB/BR",Mare,"Whiskey N Water","Ghostzapper","Lake Sebago","Shancelot","04/29/2022","not pregnant","Broodmare","R.N.A. (1,500)",---
8,3025,"Gallagher Farms (Barney And Anne Gallagher) ","","Whistleberry","04/17/2017","B",Mare,"Whistleberry","Afleet Alex","Bella Cardella","Goldencents","03/27/2022","pregnant","Broodmare","Swynford Management",14000
8,3026,"Small Batch Sales, Agent XIV ","","Wichita","05/11/2011","CH   ",Mare,"Wichita","Curlin","Lady Dynasty","Jack Milton","05/18/2022","pregnant","Broodmare","Equinox Inc, Agent  for Four Pillars",24000
8,3027,"Mill Ridge Sales, Agent ","","Railroad Inn","04/09/2022","CH",Colt,"Railroad Inn","Lord Nelson","Wild for Love","","","","Weanling","Out",0
8,3028,"Scott Mallory, Agent for Determined Stud ","","Willing","04/10/2019","GR/RO",Filly,"Willing","More Than Ready","Thedevil Wearsnada","","","","Racing or Broodmare Prospect","Pisgah Farm",4000
8,3029,"Lane's End, Agent ","","Wind Gust","05/15/2010","B",Mare,"Wind Gust","Dynaformer","Critical Crew","Gift Box","03/05/2022","pregnant","Broodmare","Ahmad Alabdullatif",10000
8,3030,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IV ","","D'argento Bolt","03/27/2022","GR/RO",Filly,"D'argento Bolt","Bolt d'Oro","Winning Doe","","","","Weanling","Summerfield Sales, Agent",85000
8,3031,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IV ","","Winning Doe","02/09/2006","GR/RO",Mare,"Winning Doe","Running Stag","Win Approval","Creative Cause","05/16/2022","pregnant","Broodmare","Randy Haffner",5000
8,3032,"Small Batch Sales, Agent XI ","","Winning Scoop","02/06/2010","DB/BR",Mare,"Winning Scoop","Bernardini","Scoop","Tapwrit","04/07/2022","pregnant","Broodmare","Adel Alatawy",28000
8,3033,"Vinery Sales, Agent LXXIX ","","Daddys Dreamin","04/16/2022","B    ",Filly,"Daddys Dreamin","Maximus Mischief","Wishful Dreamin","","","","Weanling","Kilpatrick LLC",19000
8,3034,"Lisa and Tim Turney, Agent I ","","Wraith","03/20/2011","B    ",Mare,"Wraith","Ghostzapper","Wicked Beauty","Tacitus","05/06/2022","pregnant","Broodmare","Natalie Montgomery, Agent for Riley Blanchet",32000
8,3035,"Highgate Sales, Agent XXIII ","","Wrapper Rule","04/11/2018","B",Mare,"Wrapper Rule","Candy Ride (ARG)","Indian Safari","Tacitus","05/09/2022","pregnant","Broodmare","Out",0
9,3036,"Hunter Valley Farm, Agent ","","Yielding Gold","05/04/2006","CH",Mare,"Yielding Gold","High Yield","Sealed in Gold","Jimmy Creed","06/18/2022","pregnant","Broodmare","Milestone Farm",4000
9,3037,"Hunter Valley Farm, Agent ","","Golden Ice","04/01/2022","CH",Colt,"Golden Ice","Keen Ice","Yielding Gold","","","","Weanling","Calumet Farm",11000
9,3038,"Indian Creek, Agent ","","You Know Im Pretty","05/10/2012","CH",Mare,"You Know Im Pretty","Run Away and Hide","Sweet Awakening","Beau Liam","04/01/2022","pregnant","Broodmare","Robert Creighton",5000
9,3039,"Indian Creek, Agent ","","Glamour Shot","02/11/2022","B    ",Filly,"Glamour Shot","Mastery","You Know Im Pretty","","","","Weanling","Mesingw Farm LLC / Stephen & Denise Smith",5000
9,3040,"Warrendale Sales, Agent for Live Oak Stud ","","Yourmajestyscrown","03/11/2011","DB/BR",Mare,"Yourmajestyscrown","Indian Charlie","Gentlemen's Crown","Awesome Slew","05/06/2022","not pregnant","Broodmare","Mesingw Farm LLC / Stephen & Denise Smith",13000
9,3041,"Brookdale Sales, Agent ","","Poder d'Oro","03/05/2022","B",Colt,"Poder d'Oro","Higher Power","Zifena (GB)","","","","Weanling","Sennebec South Farm",10000
9,3042,"Paramount Sales, Agent LXX ","","Abastada","03/12/2008","CH",Mare,"Abastada","Smarty Jones","Spin a Mood","","","not mated","Broodmare","Kyle Rothfus",1000
9,3043,"Paramount Sales, Agent XVIII ","","Clea","04/14/2022","CH",Filly,"Clea","Karakontie (JPN)","Absolute Crackers (IRE)","","","","Weanling","Big Oak Farm",1000
9,3044,"Hunter Valley Farm, Agent ","","Maryland Spirit","05/05/2022","DB/BR",Filly,"Maryland Spirit","Protonico","Aesculus","","","","Weanling","Mikelle Farm",2000
9,3045,"Warrendale Sales, Agent XV ","","Aleatory","03/14/2019","B",Filly,"Aleatory","English Channel","Star Rating (IRE)","","","","Racing or Broodmare Prospect","Phalaris LLC",40000
9,3046,"Brookdale Sales, Agent ","","Aljalela","03/28/2012","GR/RO",Mare,"Aljalela","Unbridled's Song","Be My Prospect","Omaha Beach","03/30/2022","not pregnant","Broodmare","Out",0
9,3047,"Hermitage Farm, Agent ","","All Day Lawn","02/08/2013","B",Mare,"All Day Lawn","Bluegrass Cat","Show Me the Carats","Cairo Prince","04/07/2022","pregnant","Broodmare","R.N.A. (9,000)",---
9,3048,"Brookdale Sales, Agent ","","Allsquare","02/11/2013","CH",Mare,"Allsquare","Square Eddie","Showtime Apollo","Street Boss","02/15/2022","pregnant","Broodmare","Pin Oak Stud",40000
9,3049,"Eaton Sales, Agent ","","Always in Denile","05/16/2015","B",Mare,"Always in Denile","Pioneerof the Nile","Mamboalot","","","not mated","Broodmare","Harper Ridge Thoroughbreds",1500
9,3050,"Taylor Made Sales Agency, Agent for the Dispersal of Emerald Edge Stud","","Ditched","03/14/2022","B",Filly,"Ditched","Broken Vow","Always in My Heart","","","","Weanling","Will Shipley",20000
9,3051,"Taylor Made Sales Agency, Agent XII ","","Amandrea","04/13/2016","DB/BR",Mare,"Amandrea","Paynter","Courageous Julie","Palace Malice","03/28/2022","pregnant","Broodmare","Out",0
9,3052,"Candy Meadows Sales, Agent XIV ","","Mor Spirit --- Amaroni","03/06/2022","B    ",Colt,"","Mor Spirit","Amaroni","","","","Weanling","S J W Enterprises",25000
9,3053,"Taylor Made Sales Agency, Agent CXLIV ","","Amber Romance (IRE)","04/27/2010","CH",Mare,"Amber Romance (IRE)","Bahamian Bounty (GB)","Polished Gem (IRE)","Mendelssohn","05/26/2022","pregnant","Broodmare","Out",0
9,3054,"Endeavor Farm, Agent for Circle Bar H ","","Making Clouds","03/15/2022","DB/BR",Filly,"Making Clouds","Honor Code","American Sound","","","","Weanling","R.N.A. (17,000)",---
9,3055,"Gainesway, Agent XXI ","","American Values","03/18/2017","CH",Mare,"American Values","City Zip","Curlin N Twirlin","Country House","04/01/2022","pregnant","Broodmare","Tarek Almabrouk",4000
9,3056,"Wynnstay Sales, Agent ","","Pink Picture","03/18/2022","B",Filly,"Pink Picture","Thousand Words","Andapinkcarnation","","","","Weanling","Out",0
9,3057,"Endeavor Farm, Agent ","","Exhale","03/21/2022","B    ",Filly,"Exhale","Goldencents","Andrea's Pride","","","","Weanling","R.N.A. (13,000)",---
9,3058,"Paramount Sales, Agent LXXIX ","","Andreya's Reward","04/15/2013","B",Mare,"Andreya's Reward","Warrior's Reward","Deal Us In","Practical Joke","06/10/2022","not pregnant","Broodmare","Tommy Wente",11000
9,3059,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Another Ghazo","05/09/2014","CH   ",Mare,"Another Ghazo","Haynesfield","Ghazo","Preservationist","04/30/2022","pregnant","Broodmare","Crystal Lanum",1500
9,3060,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Divisidero --- Another Ghazo","04/10/2022","CH   ",Filly,"","Divisidero","Another Ghazo","","","","Weanling","Rusty Roberts, Agent",1000
9,3061,"Darby Dan Farm, Agent V ","","April's Promise","03/10/2015","B",Mare,"April's Promise","Broken Vow","April Closing","Tapiture","03/16/2022","pregnant","Broodmare","Bill McDowell",3500
9,3062,"Warrendale Sales, Agent XLII ","","Mo Town --- Aqualane Shores","05/13/2022","DB/BR",Colt,"","Mo Town","Aqualane Shores","","","","Weanling","Out",0
9,3063,"Eaton Sales, Agent ","","Aztlan","03/14/2022","CH   ",Colt,"Aztlan","Tapwrit","Arrostos","","","","Weanling","COBI Stables LLC",10000
9,3064,"Paramount Sales, Agent LXXIX ","","Artemus Kitten","02/09/2008","CH",Mare,"Artemus Kitten","Kitten's Joy","Chianti Red","Tonalist","05/05/2022","pregnant","Broodmare","Timothy D Ross",8000
9,3065,"Indian Creek, Agent ","","Harlow","01/31/2022","B",Colt,"Harlow","Complexity","Aseelah","","","","Weanling","Tiger Town Farms",30000
9,3066,"Taylor Made Sales Agency, Agent CXIX ","","Ava K.","02/04/2008","B",Mare,"Ava K.","Dixie Union","Bedside Manner","Protonico","04/09/2022","pregnant","Broodmare","Hacienda Los Nietos, Inc.",7000
9,3067,"Endeavor Farm, Agent ","","Avery A.","03/18/2015","CH",Mare,"Avery A.","Kitten's Joy","Reggae Rose","Tom's d'Etat","05/06/2022","pregnant","Broodmare","Bill McDowell",4500
9,3068,"Wynnstay Sales, Agent I ","","Jeongsang Haedoti","04/22/2022","B",Colt,"Jeongsang Haedoti","Sky Mesa","Awesometastic","","","","Weanling","Out",0
9,3069,"Hunter Valley Farm, Agent ","","Astrolite","04/05/2022","B",Filly,"Astrolite","Firing Line","Awesome U Bet","","","","Weanling","R.N.A. (0)",---
9,3070,"Taylor Made Sales Agency, Agent CXLV ","","Rogueish --- Baby Doll","01/26/2022","B",Colt,"","Rogueish","Baby Doll","","","","Weanling","Out",0
9,3071,"Taylor Made Sales Agency, Agent CXLVI ","","Baby Doll","05/03/2009","CH",Mare,"Baby Doll","Smarty Jones","Doll Baby","Rogueish","03/10/2022","pregnant","Broodmare","Mary Ann Blazejewski",2000
9,3072,"Hunter Valley Farm, Agent ","","Unified --- Balbina","03/16/2022","B    ",Colt,"","Unified","Balbina","","","","Weanling","Jens Stable",21000
9,3073,"Gainesway, Agent XXIV ","","Bamboiselle (IRE)","01/22/2017","CH",Mare,"Bamboiselle (IRE)","Muhtathir (GB)","Marunouchi (IRE)","Fog of War","05/13/2022","not pregnant","Broodmare","R.N.A. (0)",---
9,3074,"Brookdale Sales, Agent ","","Banshee Warrior","03/17/2010","B",Mare,"Banshee Warrior","War Front","Weaving Gold","Mor Spirit","06/22/2022","pregnant","Broodmare","Ron Thompson",1000
9,3075,"Warrendale Sales, Agent XLVII ","","Baseline Drive","04/11/2017","CH",Mare,"Baseline Drive","Point of Entry","Corner Three","","","","Racing or Broodmare Prospect","Kelli  Martinez",1500
9,3076,"Brookdale Sales, Agent for Vossfeld Bloodstock ","","Three Echoes","03/14/2022","CH   ",Colt,"Three Echoes","Echo Town","Bayou Miss","","","","Weanling","Echo Stables",37000
9,3077,"Candy Meadows Sales, Agent I ","","Beautiful Me","03/23/2019","GR/RO",Filly,"Beautiful Me","Mastery","Gatorette","","","","Racing or Broodmare Prospect","Richard Barton Enterprises",2500
9,3078,"Mulholland Springs, Agent ","","Waco","01/29/2022","B",Colt,"Waco","Maximus Mischief","Beautiful Treasure","","","","Weanling","Out",0
9,3079,"Summerfield (Francis and Barbara Vanlangendonck), Agent LVIII","","Beep Beep Birdie","02/02/2011","B",Mare,"Beep Beep Birdie","Birdstone","Reach the Top","Higher Power","04/16/2022","pregnant","Broodmare","Cody Chambliss",2000
9,3080,"Brookdale Sales, Agent ","","Beginner's Luck","03/06/2013","DB/BR",Mare,"Beginner's Luck","Awesome Again","Brush of Fortune","Honor Code","06/18/2022","pregnant","Broodmare","Out",0
9,3081,"Brookdale Sales, Agent ","","Super Kendall","04/17/2022","B",Filly,"Super Kendall","Central Banker","Beginner's Luck","","","","Weanling","Out",0
9,3082,"Endeavor Farm, Agent for Circle Bar H ","","Behavioral Finance","05/07/2014","DB/BR",Mare,"Behavioral Finance","More Than Ready","Songfest","Modernist","04/01/2022","pregnant","Broodmare","K.O.I.D.",25000
9,3083,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Believe in Dreams","02/23/2022","CH   ",Colt,"Believe in Dreams","American Freedom","Believe You Will","","","","Weanling","Manuel Azpurua",8500
9,3084,"Hunter Valley Farm, Agent ","","Army Mule --- Big Release","05/04/2022","DB/BR",Colt,"","Army Mule","Big Release","","","","Weanling","Ballyclough Stud",18000
9,3085,"Hill 'n' Dale at Xalapa, Agent ","","Billboard","04/17/2014","B    ",Mare,"Billboard","Unbridled's Song","Prize Doll","Army Mule","04/12/2022","pregnant","Broodmare","Machmer Hall & Carrie Brogden",40000
9,3086,"Greenfield Farms, Agent V ","","Bingo","03/07/2008","DB/BR",Mare,"Bingo","Bernstein","Isabeau","Complexity","05/14/2022","pregnant","Broodmare","R.N.A. (9,000)",---
9,3087,"Penn Sales ","","Bird Fu","02/14/2009","B",Mare,"Bird Fu","Fusaichi Pegasus","A. P. Test","Instagrand","04/13/2022","pregnant","Broodmare","R.N.A. (24,000)",---
9,3088,"Hill 'n' Dale at Xalapa, Agent ","","Bird Map","03/02/2017","B    ",Mare,"Bird Map","Liam's Map","Bird Harbor","Army Mule","03/08/2022","pregnant","Broodmare","Spearmaco",40000
9,3089,"Warrendale Sales, Agent for Live Oak Stud ","","Bird of Paradise","02/02/2012","CH",Mare,"Bird of Paradise","Summer Bird","Aweemaway","Win Win Win","04/09/2022","pregnant","Broodmare","Charles Yochum",1000
9,3090,"Paramount Sales, Agent LXXIV ","","Birthday Bash","03/27/2014","DB/BR",Mare,"Birthday Bash","Medaglia d'Oro","Twisted Tale","Lookin At Lucky","05/15/2022","pregnant","Broodmare","Chad Schumer, Agent",8000
9,3091,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","American Freedom --- Blame the Law","02/17/2022","B    ",Colt,"","American Freedom","Blame the Law","","","","Weanling","R.N.A. (4,500)",---
9,3092,"Hill 'n' Dale at Xalapa, Agent ","","Bodie's Flight","03/16/2015","B",Mare,"Bodie's Flight","Bodemeister","Striking Flight","Vekoma","05/07/2022","pregnant","Broodmare","Full Throttle Racing",8500
9,3093,"Eaton Sales, Agent ","","Volatile --- Boom Boom Boom","01/30/2022","GR/RO",Colt,"","Volatile","Boom Boom Boom","","","","Weanling","Blood Moon Stable",11000
9,3094,"Gainesway, Agent XXII ","","Munady","04/01/2022","B",Colt,"Munady","Spun to Run","Born Special","","","","Weanling","Out",0
9,3095,"Moonestone Sales, Agent I ","","Brahms Cat","04/05/2014","B",Mare,"Brahms Cat","Wildcat Heir","Brahms Affair","Mo Town","04/22/2022","pregnant","Broodmare","Chad Schumer, Agent",25000
9,3096,"Gainesway, Agent XVI ","","Hero Khan","02/17/2022","B",Colt,"Hero Khan","Anchor Down","Bread Puddin","","","","Weanling","Victor Davila",9000
9,3097,"Eaton Sales, Agent ","","Mo Breezy","01/29/2022","B",Filly,"Mo Breezy","Mo Town","Breezy Girl","","","","Weanling","Out",0
9,3098,"Brookdale Sales, Agent ","","Burban","03/06/2008","DB/BR",Mare,"Burban","Speightstown","Horse B With You","Tacitus","03/03/2022","pregnant","Broodmare","Ahava Racing LLC",24000
9,3099,"Hunter Valley Farm, Agent ","","Butcher Knife","03/05/2014","DB/BR",Mare,"Butcher Knife","Wild and Wicked","Asscher Rose","Free Drop Billy","03/27/2022","pregnant","Broodmare","Crystal Lanum",1200
9,3100,"Hunter Valley Farm, Agent ","","Dominus --- Butcher Knife","02/27/2022","B",Filly,"","Dominus","Butcher Knife","","","","Weanling","Crystal Lanum",1000
9,3101,"Summerfield (Francis and Barbara Vanlangendonck), Agent XXII ","","Butterfly Soul","02/27/2010","GR/RO",Mare,"Butterfly Soul","Henny Hughes","Zada Rae","Classic Empire","04/28/2022","pregnant","Broodmare","Chad Schumer, Agent",15000
9,3102,"Gainesway, Agent XX ","","Cabo San Lucas","04/22/2019","B",Filly,"Cabo San Lucas","Empire Maker","Revealed","","","","Broodmare Prospect","Out",0
9,3103,"Taylor Made Sales Agency, Agent XLIV ","","Red Social","03/14/2022","B",Colt,"Red Social","Instagrand","Canadian Sunset","","","","Weanling","B W Stables",25000
9,3104,"Gainesway, Agent XXIV ","","Canteen Candy","04/10/2020","DB/BR",Filly,"Canteen Candy","Candy Ride (ARG)","Big Birthday","","","","Broodmare Prospect","Borden Farms - John McKee",3000
9,3105,"Paramount Sales, Agent LXVI ","","Careless Java","02/21/2019","B",Mare,"Careless Java","Java's War","Careful Charlie (IRE)","Tale of Verve","02/23/2022","pregnant","Broodmare","R.N.A. (1,700)",---
9,3106,"Gainesway, Agent XVI ","","Fly Pelican","03/26/2022","CH",Colt,"Fly Pelican","Gormley","Carmaletta","","","","Weanling","R.N.A. (2,500)",---
9,3107,"Paramount Sales, Agent LIII ","","Carolina South","02/14/2011","B",Mare,"Carolina South","Dixie Union","Contentious","Outwork","06/06/2022","pregnant","Broodmare","HRP - Sancal",3000
9,3108,"Hunter Valley Farm, Agent ","","Clase H","03/23/2022","DB/BR",Colt,"Clase H","Flameaway","Casatoria","","","","Weanling","COBI Stables LLC",6000
9,3109,"Sally Thomas, Agent ","","Caumsett","02/23/2018","DB/BR",Filly,"Caumsett","The Factor","Sister Diane","","","","Broodmare Prospect","M M Farms",1000
9,3110,"Warrendale Sales, Agent for Live Oak Stud ","","Causingahullbaloo","03/13/2018","B    ",Filly,"Causingahullbaloo","Malibu Moon","Successful Song","","","","Racing or Broodmare Prospect","J Rita Thoroughbreds LLC",16000
9,3111,"Denali Stud, Agent for Respite Farm ","","Cayman Playa","03/11/2018","GR/RO",Mare,"Cayman Playa","Bodemeister","Caymanbird","Cupid","03/30/2022","pregnant","Broodmare","Marble Hill Farm",12000
9,3112,"Denali Stud, Agent for Respite Farm ","","Cayman Sol","03/24/2018","B    ",Mare,"Cayman Sol","Bodemeister","Cayman Sunrise","Mo Town","04/03/2022","pregnant","Broodmare","K.O.I.D.",6000
9,3113,"Hill 'n' Dale at Xalapa, Agent ","","Thousand Words --- Celeritas","03/15/2022","B",Colt,"","Thousand Words","Celeritas","","","","Weanling","Ramiro Salazar, Agent",13000
9,3114,"St George Sales, Agent IX ","","Champagne On Tap","02/25/2011","DB/BR",Mare,"Champagne On Tap","Tiznow","Zehoorr","Tonalist","05/18/2022","pregnant","Broodmare","Out",0
9,3115,"Paramount Sales, Agent XL ","","Gunnevera --- Charity Event","02/12/2022","CH",Filly,"","Gunnevera","Charity Event","","","","Weanling","R.N.A. (13,000)",---
9,3116,"Serendipity Farm, Agent ","","Charm the Crowd","05/15/2007","B",Mare,"Charm the Crowd","Theatrical (IRE)","Accessory","Independence Hall","05/08/2022","pregnant","Broodmare","Nova Stables & Bill Anderson",5000
9,3117,"Serendipity Farm, Agent ","","Karakontie (JPN) --- Charm the Crowd","02/28/2022","B    ",Filly,"","Karakontie (JPN)","Charm the Crowd","","","","Weanling","Maura Goldner",1500
9,3118,"Rosilyn Polan (Sunday Morning Farm) ","","Air Force Blue --- Cinnamon Girl","03/04/2022","CH",Colt,"","Air Force Blue","Cinnamon Girl","","","","Weanling","R.N.A. (5,000)",---
9,3119,"Gainesway, Agent XVI ","","Classy Tap","02/26/2022","B",Filly,"Classy Tap","Brody's Cause","Classy Lil Rebel","","","","Weanling","Jayne Johnson",8500
9,3120,"Denali Stud, Agent for Spendthrift Farm LLC ","","Goldencents --- Colonel Joan","02/16/2022","CH",Filly,"","Goldencents","Colonel Joan","","","","Weanling","Cem Sevim",7000
9,3121,"Taylor Made Sales Agency, Agent CXLIV ","","Conspiring","04/28/2014","B",Mare,"Conspiring","Malibu Moon","Consequence","","","not mated","Broodmare","Phil Mafah",2000
9,3122,"Hermitage Farm, Agent ","","Cool and Stormy","03/26/2014","CH",Mare,"Cool and Stormy","Stormy Atlantic","Cool Slew","Improbable","05/15/2022","not pregnant","Broodmare","Out",0
9,3123,"Moonestone Sales, Agent I ","","Coronette","04/24/2011","B    ",Mare,"Coronette","Empire Maker","Abita","Tacitus","05/01/2022","pregnant","Broodmare","R.N.A. (10,000)",---
9,3124,"Moonestone Sales, Agent I ","","Tapologist","04/11/2022","DB/BR",Colt,"Tapologist","Tapiture","Coronette","","","","Weanling","Marble Hill Farm",7500
9,3125,"Denali Stud, Agent IV ","","Crafty Collector","02/17/2022","CH   ",Filly,"Crafty Collector","Collected","Craft Woods","","","","Weanling","Guillermo Morales",3500
9,3126,"Denali Stud, Agent IV ","","Craft Woods","03/12/2017","B",Mare,"Craft Woods","Declaration of War","Moanin (FR)","Volatile","04/20/2022","pregnant","Broodmare","Out",0
9,3127,"Denali Stud, Agent XXI ","","Crema d'Oro","04/11/2006","DB/BR",Mare,"Crema d'Oro","Medaglia d'Oro","Courageous Maiden","Hit It a Bomb","02/21/2022","pregnant","Broodmare","Janine Winslow",1700
9,3128,"Darby Dan Farm, Agent I ","","Dance Till Dawn","05/09/2016","B",Mare,"Dance Till Dawn","Verrazano","Single","Tapiture","04/22/2022","pregnant","Broodmare","Ricardo Rosario",5000
9,3129,"Hill 'n' Dale at Xalapa, Agent ","","Ground Shaker","02/19/2022","GR/RO",Colt,"Ground Shaker","Cross Traffic","Dandy Dasha","","","","Weanling","R.N.A. (1,700)",---
9,3130,"Brookdale Sales, Agent ","","Danger Zone","02/13/2018","CH",Mare,"Danger Zone","First Samurai","Morning Star","Accelerate","02/10/2022","pregnant","Broodmare","K.O.I.D.",11000
9,3131,"Denali Stud, Agent XXXIV ","","Danyelli","02/16/2015","CH",Mare,"Danyelli","Mineshaft","Landslide","Tom's d'Etat","02/28/2022","pregnant","Broodmare","Harry Rosenblum",7000
9,3132,"Eaton Sales, Agent ","","Eider M","02/26/2022","CH",Colt,"Eider M","Accelerate","Daresay","","","","Weanling","Out",0
9,3133,"Hunter Valley Farm, Agent ","","Dedication","02/10/2014","B",Mare,"Dedication","Stormy Atlantic","Rose Medallion","Funtastic","04/21/2022","pregnant","Broodmare","Harper Ridge Thoroughbreds",1000
9,3134,"Hunter Valley Farm, Agent ","","Laughatyourenemies","03/31/2022","B",Colt,"Laughatyourenemies","Tourist","Dedication","","","","Weanling","R.N.A. (0)",---
9,3135,"Hill 'n' Dale at Xalapa, Agent ","","King's Plan","02/22/2022","GR/RO",Colt,"King's Plan","Anchor Down","Delete the Tweet","","","","Weanling","R.N.A. (1,700)",---
9,3136,"Hunter Valley Farm, Agent ","","Mo Town --- Delphinium","03/09/2022","DB/BR",Colt,"","Mo Town","Delphinium","","","","Weanling","R.N.A. (4,500)",---
9,3137,"Wynnstay Sales, Agent IV ","","Delta Delight","03/23/2017","B",Mare,"Delta Delight","Union Rags","Delta Sensation","Honest Mischief","04/16/2022","pregnant","Broodmare","K.O.I.D.",10000
9,3138,"Wynnstay Sales, Agent IV ","","Honest Delight","01/29/2022","B",Colt,"Honest Delight","Honest Mischief","Delta Delight","","","","Weanling","Out",0
9,3139,"Paramount Sales, Agent IV ","","Villegas Wish","03/27/2022","CH   ",Filly,"Villegas Wish","Dialed In","Determin This","","","","Weanling","Whole Lots Stable",2500
9,3140,"Greenfield Farms, Agent VII ","","Outwork --- Dia de Encanta","03/02/2022","DB/BR",Filly,"","Outwork","Dia de Encanta","","","","Weanling","Out",0
9,3141,"Paramount Sales, Agent LXXVIII ","","Honor A. P. --- Diastole","01/28/2022","DB/BR",Filly,"","Honor A. P.","Diastole","","","","Weanling","Pine Racing",27000
9,3142,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Divine Arch","02/27/2022","B    ",Filly,"Divine Arch","Preservationist","Divine Excitement","","","","Weanling","R.N.A. (1,000)",---
9,3143,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Divine Happiness","02/20/2010","CH   ",Mare,"Divine Happiness","Divine Park","Happy Approval","Collected","02/28/2022","pregnant","Broodmare","Charles Yochum",2000
9,3144,"Taylor Made Sales Agency, Agent CXLV ","","Rogueish --- Doll Face","02/15/2022","B",Colt,"","Rogueish","Doll Face","","","","Weanling","Out",0
9,3145,"Taylor Made Sales Agency, Agent CXLV ","","Doll Face","03/09/2013","CH",Mare,"Doll Face","Leroidesanimaux (BRZ)","Baby Doll","Rogueish","02/24/2022","pregnant","Broodmare","Samantha Kamen",1200
9,3146,"Indian Creek, Agent ","","Dooder","02/11/2015","DB/BR",Mare,"Dooder","Flatter","Wild Grace","Practical Joke","04/04/2022","pregnant","Broodmare","Out",0
9,3147,"Indian Creek, Agent ","","Mastery --- Dooder","03/08/2022","B    ",Colt,"","Mastery","Dooder","","","","Weanling","Stella Stables",1000
